lexicon,word,homophones,mps,neighbors,length,numthatshareletter1,numthatshareletter2,numthatshareletter3,numthatshareletter4,numthatshareletter5
20,nIEbE,0,0.0,0.0,5,237,8,1,1,1
20,orur,0,1.0,1.0,4,94,8,1,1,0
20,nsig@,0,0.0,0.0,5,237,9,1,1,1
20,foatY,0,0.0,0.0,5,103,6,1,1,1
20,abx@,0,0.0,0.0,4,203,9,1,1,0
20,gstm,0,0.0,0.0,4,87,4,1,1,0
20,illj,0,0.0,0.0,4,141,8,1,1,0
20,glIr=U,0,0.0,0.0,6,87,6,1,1,1
20,rkrmt,0,0.0,0.0,5,327,15,1,1,1
20,l@NsSr,0,0.0,0.0,6,227,19,1,1,1
20,Neks&O,0,0.0,0.0,6,35,1,1,1,1
20,bndm,0,1.0,1.0,4,94,6,1,1,0
20,beai,0,0.0,0.0,4,94,5,1,1,0
20,OEEIn,0,0.0,0.0,5,97,2,1,1,1
20,rnioO,0,0.0,0.0,5,327,25,2,1,1
20,Olplll,0,0.0,0.0,6,97,3,1,1,1
20,tYazr,0,0.0,0.0,5,296,2,1,1,1
20,frsl&,0,0.0,0.0,5,103,13,1,1,1
20,kglnt,0,0.0,0.0,5,164,4,1,1,1
20,klr@,0,0.0,1.0,4,164,6,1,1,0
20,@tfl,0,0.0,0.0,4,298,15,1,1,0
20,o&bts,0,0.0,0.0,5,94,7,1,1,1
20,SEo@,0,0.0,0.0,4,110,5,1,1,0
20,rUdaS,0,0.0,0.0,5,327,3,1,1,1
20,tlzf,0,0.0,0.0,4,296,19,1,1,0
20,knnIm,0,0.0,0.0,5,164,14,2,1,1
20,pktuir,0,0.0,0.0,6,118,6,1,1,1
20,brSm,0,1.0,1.0,4,94,8,1,1,0
20,nanr,0,1.0,2.0,4,237,10,1,1,0
20,tnaUn,0,1.0,1.0,5,296,17,5,1,1
20,azni,0,0.0,0.0,4,203,3,1,1,0
20,&@kUf,0,0.0,0.0,5,181,18,1,1,1
20,ixnxg,0,0.0,0.0,5,141,3,1,1,1
20,kugut=,0,0.0,0.0,6,164,5,2,1,1
20,ntfz,0,0.0,0.0,4,237,19,1,1,0
20,sSrE,0,1.0,1.0,4,104,8,2,1,0
20,utgira,0,0.0,0.0,6,77,10,1,1,1
20,xgiio,0,0.0,0.0,5,62,1,1,1,1
20,tnatn,0,1.0,2.0,5,296,17,5,2,1
20,|&lmnx,0,0.0,0.0,6,10,1,1,1,1
20,Siitt,0,0.0,0.0,5,110,8,1,1,1
20,ntri,0,1.0,3.0,4,237,19,4,1,0
20,ktSoy,0,0.0,0.0,5,164,10,1,1,1
20,fmrs,0,0.0,0.0,4,103,3,1,1,0
20,mStftO,0,0.0,0.0,6,136,5,1,1,1
20,tx@fl,0,0.0,0.0,5,296,3,2,1,1
20,xSltb,0,0.0,0.0,5,62,2,1,1,1
20,lm@@,0,1.0,1.0,4,227,6,1,1,0
20,UdutOf,0,0.0,0.0,6,69,1,1,1,1
20,ptmvUm,0,0.0,0.0,6,118,7,1,1,1
20,go=pt,0,0.0,0.0,5,87,5,1,1,1
20,hkdg,0,0.0,0.0,4,52,2,1,1,0
20,gEIoO,0,0.0,0.0,5,87,2,1,1,1
20,@@dEm,0,0.0,0.0,5,298,29,1,1,1
20,uunm,0,0.0,0.0,4,77,1,1,1,0
20,tlbeY,0,0.0,0.0,5,296,19,3,1,1
20,Smdkf,0,0.0,0.0,5,110,5,1,1,1
20,pkxdId,0,0.0,0.0,6,118,6,1,1,1
20,n=anm,0,0.0,0.0,5,237,5,1,1,1
20,tOd=h,0,0.0,0.0,5,296,7,1,1,1
20,rbndl,0,0.0,0.0,5,327,10,3,1,1
20,nSdm,0,0.0,0.0,4,237,10,1,1,0
20,alre,0,1.0,1.0,4,203,17,2,1,0
20,zxSis,0,0.0,0.0,5,70,2,1,1,1
20,tUIx,0,0.0,0.0,4,296,4,2,1,0
20,a|Ox,0,0.0,0.0,4,203,1,1,1,0
20,=bIO,0,0.0,0.0,4,71,4,1,1,0
20,@p=boO,0,0.0,0.0,6,298,15,1,1,1
20,sIIb,0,1.0,1.0,4,104,7,2,1,0
20,ntj@,0,1.0,2.0,4,237,19,1,1,0
20,zpyz&,0,0.0,0.0,5,70,2,1,1,1
20,ddhIt,0,0.0,0.0,5,91,2,1,1,1
20,r@or,0,0.0,0.0,4,327,29,2,1,0
20,rllnrl,0,0.0,0.0,6,327,27,2,1,1
20,irNuny,0,0.0,0.0,6,141,10,1,1,1
20,eaui,0,0.0,0.0,4,56,1,1,1,0
20,ro@b,0,1.0,1.0,4,327,5,1,1,0
20,nmo@,0,0.0,0.0,4,237,12,1,1,0
20,z@OS,0,0.0,0.0,4,70,5,1,1,0
20,gzEk,0,0.0,0.0,4,87,4,1,1,0
20,@alnE,0,0.0,0.0,5,298,21,1,1,1
20,ria@,0,2.0,2.0,4,327,14,1,1,0
20,zrtn,0,0.0,1.0,4,70,8,3,2,0
20,l@fm,0,0.0,0.0,4,227,19,1,1,0
20,@N@a,0,1.0,1.0,4,298,6,1,1,0
20,rk@m=g,0,0.0,0.0,6,327,15,2,1,1
20,@SSk&,0,0.0,0.0,5,298,16,3,1,1
20,Ur@@,0,1.0,1.0,4,69,7,2,1,0
20,=rdrl,0,0.0,0.0,5,71,7,1,1,1
20,@sJis@,0,0.0,0.0,6,298,8,1,1,1
20,ihts,0,0.0,0.0,4,141,4,1,1,0
20,@at@El,0,0.0,0.0,6,298,21,4,1,1
20,gSSxau,0,0.0,0.0,6,87,1,1,1,1
20,tstt,0,0.0,0.0,4,296,7,1,1,0
20,E=m@,0,0.0,0.0,4,128,4,1,1,0
20,EnEag,0,0.0,0.0,5,128,10,1,1,1
20,r@@zt,0,1.0,2.0,5,327,29,1,1,1
20,nIpI,0,0.0,0.0,4,237,8,1,1,0
20,apo@m,0,0.0,0.0,5,203,4,1,1,1
20,)@iUn,0,0.0,0.0,5,14,2,1,1,1
20,g&rESl,0,0.0,0.0,6,87,3,1,1,1
20,l&a@rI,0,0.0,0.0,6,227,13,1,1,1
20,lxiin,0,0.0,0.0,5,227,5,1,1,1
20,nISIk,0,0.0,0.0,5,237,8,1,1,1
20,m@=f,0,1.0,2.0,4,136,14,2,1,0
20,rtanlN,0,0.0,0.0,6,327,20,3,1,1
20,zarka,0,0.0,0.0,5,70,6,2,1,1
20,&itn,0,2.0,2.0,4,181,9,2,1,0
20,a&hno,0,0.0,0.0,5,203,16,1,1,1
20,ftar,0,0.0,0.0,4,103,7,1,1,0
20,toa=s,0,0.0,0.0,5,296,8,1,1,1
20,its&,0,1.0,2.0,4,141,15,2,1,0
20,nE@tg,0,1.0,1.0,5,237,8,1,1,1
20,hOy@,0,0.0,0.0,4,52,2,1,1,0
20,xlYe,0,0.0,0.0,4,62,5,1,1,0
20,kEb@tt,0,0.0,0.0,6,164,6,1,1,1
20,&EdI,0,0.0,0.0,4,181,7,1,1,0
20,=xiax,0,0.0,0.0,5,71,2,1,1,1
20,hmOi&l,0,0.0,0.0,6,52,1,1,1,1
20,&rls/,0,0.0,0.0,5,181,17,1,1,1
20,akSe,0,0.0,0.0,4,203,7,1,1,0
20,p@un,0,0.0,1.0,4,118,4,1,1,0
20,@@lat,0,0.0,0.0,5,298,29,1,1,1
20,eEzi,0,0.0,0.0,4,56,1,1,1,0
20,gyipsz,0,0.0,0.0,6,87,3,1,1,1
20,Srzek,0,0.0,0.0,5,110,9,1,1,1
20,@ntl@,0,0.0,1.0,5,298,6,1,1,1
20,lU+faa,0,0.0,0.0,6,227,6,1,1,1
20,alls,0,1.0,1.0,4,203,17,3,1,0
20,lUnnEy,0,0.0,0.0,6,227,6,2,1,1
20,gt&SE,0,0.0,0.0,5,87,5,1,1,1
20,&xEkt,0,0.0,0.0,5,181,4,1,1,1
20,ffln,0,0.0,0.0,4,103,3,1,1,0
20,Iubti,0,0.0,0.0,5,120,4,1,1,1
20,sgbr,0,1.0,2.0,4,104,3,1,1,0
20,anln,0,2.0,3.0,4,203,16,2,1,0
20,rz@Iug,0,0.0,0.0,6,327,11,1,1,1
20,lSnn,0,0.0,0.0,4,227,8,1,1,0
20,e@dg,0,0.0,0.0,4,56,6,1,1,0
20,nO@r,0,0.0,1.0,4,237,6,1,1,0
20,otOt,0,0.0,0.0,4,94,11,1,1,0
20,tinar,0,0.0,1.0,5,296,15,3,1,1
20,SOplv,0,0.0,0.0,5,110,4,1,1,1
20,nOtS,0,0.0,1.0,4,237,6,1,1,0
20,/issb,0,0.0,0.0,5,9,1,1,1,1
20,IEstaO,0,0.0,0.0,6,120,5,1,1,1
20,t@oN&,0,0.0,0.0,5,296,21,2,1,1
20,UIalmt,0,0.0,0.0,6,69,3,1,1,1
20,h@x&&,0,0.0,0.0,5,52,6,1,1,1
20,@eaNkt,0,0.0,0.0,6,298,5,1,1,1
20,bkmas,0,0.0,0.0,5,94,4,1,1,1
20,Sl&s@t,0,0.0,0.0,6,110,4,1,1,1
20,tnat,0,1.0,2.0,4,296,17,5,2,0
20,l=pSai,0,0.0,0.0,6,227,4,1,1,1
20,&&nt,0,1.0,1.0,4,181,6,1,1,0
20,hgit,0,0.0,0.0,4,52,3,1,1,0
20,ds&k,0,0.0,1.0,4,91,4,1,1,0
20,irtEr,0,0.0,0.0,5,141,10,2,1,1
20,ft@@,0,0.0,1.0,4,103,7,1,1,0
20,@gsm,0,0.0,0.0,4,298,9,1,1,0
20,atxx,0,0.0,0.0,4,203,13,1,1,0
20,kkur,0,0.0,1.0,4,164,12,1,1,0
20,vsolt,0,0.0,0.0,5,77,3,1,1,1
20,xpISrv,0,0.0,0.0,6,62,3,1,1,1
20,Iarel,0,0.0,0.0,5,120,6,1,1,1
20,@Eky,0,0.0,0.0,4,298,9,1,1,0
20,EniIa,0,0.0,0.0,5,128,10,1,1,1
20,rSnZ,0,0.0,0.0,4,327,6,1,1,0
20,tk&&aY,0,0.0,0.0,6,296,11,1,1,1
20,zllSln,0,0.0,0.0,6,70,6,1,1,1
20,lzem,0,0.0,0.0,4,227,4,1,1,0
20,namb,0,0.0,1.0,4,237,10,2,1,0
20,dUlt,0,1.0,1.0,4,91,2,1,1,0
20,y&rn,0,0.0,2.0,4,30,2,1,1,0
20,rstlh&,0,0.0,0.0,6,327,11,2,1,1
20,srkr,0,0.0,0.0,4,104,10,1,1,0
20,adSmtS,0,0.0,0.0,6,203,5,1,1,1
20,piad,0,0.0,0.0,4,118,6,2,1,0
20,sIJth,0,0.0,0.0,5,104,7,1,1,1
20,xrtirE,0,0.0,0.0,6,62,3,1,1,1
20,NtEjkY,0,0.0,0.0,6,35,5,1,1,1
20,Ilvm,0,0.0,0.0,4,120,8,1,1,0
20,t@zdm,0,0.0,0.0,5,296,21,2,1,1
20,r&ban,0,0.0,0.0,5,327,10,1,1,1
20,pO+ia,0,0.0,0.0,5,118,5,1,1,1
20,sN@@d,0,0.0,0.0,5,104,2,1,1,1
20,tayof&,0,0.0,0.0,6,296,8,1,1,1
20,@@mdn,0,0.0,0.0,5,298,29,1,1,1
20,n@eU=,0,0.0,0.0,5,237,21,1,1,1
20,uf@o,0,1.0,1.0,4,77,1,1,1,0
20,k=tbu,0,0.0,0.0,5,164,2,1,1,1
20,Ez&m,0,0.0,0.0,4,128,2,1,1,0
20,rfgOig,0,0.0,0.0,6,327,11,1,1,1
20,fsNrn,0,0.0,0.0,5,103,2,1,1,1
20,al&pU,0,0.0,0.0,5,203,17,2,1,1
20,aleIz,0,0.0,0.0,5,203,17,2,1,1
20,araff,0,0.0,0.0,5,203,20,3,1,1
20,ll@@ia,0,0.0,0.0,6,227,10,1,1,1
20,@=rhrS,0,0.0,0.0,6,298,4,1,1,1
20,r+Sl,0,1.0,1.0,4,327,3,1,1,0
20,zmpyk&,0,0.0,0.0,6,70,4,1,1,1
20,&fyI,0,0.0,0.0,4,181,5,1,1,0
20,IahUao,0,0.0,0.0,6,120,6,1,1,1
20,&atS,0,0.0,0.0,4,181,1,1,1,0
20,u@rJ,0,0.0,0.0,4,77,6,1,1,0
20,gorna,0,0.0,0.0,5,87,5,1,1,1
20,ruezr,0,0.0,0.0,5,327,7,1,1,1
20,s@&aa,0,0.0,0.0,5,104,7,1,1,1
20,Std@r,0,0.0,0.0,5,110,4,1,1,1
20,a&pe,0,0.0,0.0,4,203,16,1,1,0
20,tksO,0,1.0,1.0,4,296,11,2,1,0
20,aEz@n,0,0.0,0.0,5,203,3,1,1,1
20,))kY,0,0.0,0.0,4,14,1,1,1,0
20,lxpm,0,0.0,0.0,4,227,5,1,1,0
20,Umkp,0,0.0,0.0,4,69,4,1,1,0
20,lEaza,0,0.0,0.0,5,227,8,1,1,1
20,kn&v&l,0,0.0,0.0,6,164,14,3,1,1
20,alEg,0,0.0,0.0,4,203,17,1,1,0
20,ohEt@,0,0.0,0.0,5,94,1,1,1,1
20,phpr@@,0,0.0,0.0,6,118,2,1,1,1
20,sSuk,0,1.0,1.0,4,104,8,1,1,0
20,maklu,0,0.0,0.0,5,136,6,1,1,1
20,tn@uu,0,0.0,0.0,5,296,17,1,1,1
20,pita,0,0.0,0.0,4,118,6,1,1,0
20,lttr,0,1.0,2.0,4,227,25,2,1,0
20,mfig,0,0.0,0.0,4,136,4,1,1,0
20,ox@l,0,0.0,1.0,4,94,5,2,1,0
20,UbymaS,0,0.0,0.0,6,69,1,1,1,1
20,@ionp,0,0.0,0.0,5,298,18,1,1,1
20,@&m&,0,0.0,0.0,4,298,11,1,1,0
20,hvf@,0,0.0,0.0,4,52,1,1,1,0
20,rnnya,0,0.0,0.0,5,327,25,2,1,1
20,rksk,0,0.0,0.0,4,327,15,1,1,0
20,EiNro,0,0.0,0.0,5,128,3,1,1,1
20,zztak&,0,0.0,0.0,6,70,2,1,1,1
20,k@ia,0,0.0,0.0,4,164,9,1,1,0
20,nt@g+,0,0.0,0.0,5,237,19,1,1,1
20,rlp@,0,0.0,1.0,4,327,27,1,1,0
20,OatI,0,0.0,0.0,4,97,5,1,1,0
20,zno&,0,1.0,1.0,4,70,3,1,1,0
20,@aaok=,0,0.0,0.0,6,298,21,2,1,1
20,idmEn,0,0.0,0.0,5,141,4,1,1,1
20,afka,0,0.0,1.0,4,203,5,1,1,0
20,ljSrl@,0,0.0,0.0,6,227,3,1,1,1
20,inkpan,0,0.0,0.0,6,141,9,1,1,1
20,rarEd,0,0.0,0.0,5,327,10,1,1,1
20,a@a&,0,0.0,0.0,4,203,11,2,1,0
20,bysSti,0,0.0,0.0,6,94,1,1,1,1
20,td@bxa,0,0.0,0.0,6,296,6,2,1,1
20,yakg,0,0.0,0.0,4,30,3,1,1,0
20,uom@,0,0.0,0.0,4,77,6,1,1,0
20,lkkp,0,1.0,1.0,4,227,10,1,1,0
20,&nkeU,0,0.0,0.0,5,181,15,1,1,1
20,nNklr&,0,0.0,0.0,6,237,2,1,1,1
20,hnbkN,0,0.0,0.0,5,52,1,1,1,1
20,d@v+,0,0.0,0.0,4,91,11,1,1,0
20,oEr@m,0,0.0,0.0,5,94,4,2,1,1
20,kiNn,0,0.0,0.0,4,164,10,1,1,0
20,&k@o,0,0.0,0.0,4,181,10,3,1,0
20,Smor,0,0.0,0.0,4,110,5,1,1,0
20,@rdg,0,0.0,0.0,4,298,16,1,1,0
20,k@u&p,0,0.0,0.0,5,164,9,1,1,1
20,lIIdn,0,0.0,0.0,5,227,2,1,1,1
20,rh@z,0,0.0,0.0,4,327,6,1,1,0
20,ntrkp,0,0.0,0.0,5,237,19,4,1,1
20,Itsn,0,0.0,0.0,4,120,13,1,1,0
20,@kan,0,1.0,1.0,4,298,17,2,1,0
20,r==bm,0,0.0,0.0,5,327,3,1,1,1
20,u&hO,0,0.0,0.0,4,77,5,1,1,0
20,pUvt&,0,0.0,0.0,5,118,2,1,1,1
20,yf=au,0,0.0,0.0,5,30,1,1,1,1
20,xOtx,0,0.0,0.0,4,62,1,1,1,0
20,N&tgl,0,0.0,0.0,5,35,2,1,1,1
20,giu&,0,0.0,0.0,4,87,4,1,1,0
20,atgn@,0,0.0,0.0,5,203,13,1,1,1
20,sr&iO,0,0.0,0.0,5,104,10,2,1,1
20,nIn@E,0,0.0,0.0,5,237,8,1,1,1
20,s+em,0,0.0,0.0,4,104,2,1,1,0
20,EgtEtY,0,0.0,0.0,6,128,6,1,1,1
20,O&iEut,0,0.0,0.0,6,97,6,1,1,1
20,yzm@,0,0.0,0.0,4,30,1,1,1,0
20,rbrn,0,0.0,0.0,4,327,10,2,1,0
20,irtnO,0,0.0,0.0,5,141,10,2,1,1
20,YU@m,0,0.0,0.0,4,28,1,1,1,0
20,lglz,0,0.0,0.0,4,227,5,1,1,0
20,k@x&xr,0,0.0,0.0,6,164,9,1,1,1
20,g&irSm,0,0.0,0.0,6,87,3,1,1,1
20,oN&l,0,0.0,0.0,4,94,2,1,1,0
20,t@r@,0,2.0,4.0,4,296,21,4,1,0
20,tran@r,0,0.0,0.0,6,296,20,1,1,1
20,E=o&o,0,0.0,0.0,5,128,4,1,1,1
20,r@igoa,0,0.0,0.0,6,327,29,2,1,1
20,=g@tv,0,0.0,0.0,5,71,2,1,1,1
20,&U&S,0,1.0,1.0,4,181,5,1,1,0
20,frbrka,0,0.0,0.0,6,103,13,2,1,1
20,iYuZik,0,0.0,0.0,6,141,1,1,1,1
20,b@eSS,0,0.0,0.0,5,94,6,1,1,1
20,&nrmi,0,0.0,0.0,5,181,15,4,1,1
20,ltxa,0,0.0,0.0,4,227,25,1,1,0
20,ormvki,0,0.0,0.0,6,94,8,1,1,1
20,pfaaza,0,0.0,0.0,6,118,3,1,1,1
20,EaObkr,0,0.0,0.0,6,128,4,1,1,1
20,Ilmnv,0,0.0,0.0,5,120,8,1,1,1
20,Oi&n,0,1.0,1.0,4,97,7,2,1,0
20,nixlv,0,0.0,0.0,5,237,8,1,1,1
20,&Usr,0,0.0,0.0,4,181,5,1,1,0
20,orsr,0,1.0,1.0,4,94,8,1,1,0
20,u&l&,0,0.0,1.0,4,77,5,2,1,0
20,@@rrs,0,0.0,0.0,5,298,29,3,1,1
20,=r=s@,0,0.0,0.0,5,71,7,1,1,1
20,nnsOs,0,0.0,0.0,5,237,16,1,1,1
20,@IOtu,0,0.0,0.0,5,298,4,1,1,1
20,lkld&,0,0.0,0.0,5,227,10,1,1,1
20,EbSn,0,0.0,0.0,4,128,5,1,1,0
20,Nln&,0,0.0,0.0,4,35,2,1,1,0
20,vEnta&,0,0.0,0.0,6,77,3,1,1,1
20,&vtOsi,0,0.0,0.0,6,181,4,1,1,1
20,ifrryg,0,0.0,0.0,6,141,3,2,1,1
20,n@rfIa,0,0.0,0.0,6,237,21,3,1,1
20,|nr@,0,0.0,1.0,4,10,1,1,1,0
20,natz,0,0.0,0.0,4,237,10,1,1,0
20,rraU,0,0.0,1.0,4,327,28,4,1,0
20,kfroEa,0,0.0,0.0,6,164,5,1,1,1
20,esrlbr,0,0.0,0.0,6,56,1,1,1,1
20,bvlnkg,0,0.0,0.0,6,94,2,1,1,1
20,eOSoet,0,0.0,0.0,6,56,2,1,1,1
20,nEyra,0,0.0,0.0,5,237,8,1,1,1
20,p&Irz@,0,0.0,0.0,6,118,6,1,1,1
20,rufu,0,0.0,1.0,4,327,7,1,1,0
20,ln&@,0,0.0,0.0,4,227,13,1,1,0
20,gm@lf,0,0.0,0.0,5,87,2,1,1,1
20,@Nat,0,0.0,1.0,4,298,6,1,1,0
20,nrzlpb,0,0.0,0.0,6,237,22,1,1,1
20,yaoy,0,0.0,0.0,4,30,3,1,1,0
20,naim,0,0.0,1.0,4,237,10,1,1,0
20,otkrr,0,0.0,0.0,5,94,11,2,1,1
20,tp@r,0,1.0,2.0,4,296,6,1,1,0
20,tin|k,0,0.0,0.0,5,296,15,3,1,1
20,fiif,0,0.0,0.0,4,103,6,1,1,0
20,ul=za,0,0.0,0.0,5,77,4,1,1,1
20,nEavn,0,0.0,0.0,5,237,8,1,1,1
20,lrvm@t,0,0.0,0.0,6,227,15,1,1,1
20,/sebl,0,0.0,0.0,5,9,1,1,1,1
20,a&Er&,0,0.0,0.0,5,203,16,1,1,1
20,m@sr,0,0.0,0.0,4,136,14,1,1,0
20,ne&v,0,0.0,0.0,4,237,4,1,1,0
20,zpkpS,0,0.0,0.0,5,70,2,1,1,1
20,f&@os,0,0.0,0.0,5,103,2,1,1,1
20,@agk,0,1.0,1.0,4,298,21,2,1,0
20,IsiSfl,0,0.0,0.0,6,120,3,1,1,1
20,rki+,0,0.0,0.0,4,327,15,1,1,0
20,Ilxuv,0,0.0,0.0,5,120,8,1,1,1
20,@adf,0,0.0,0.0,4,298,21,1,1,0
20,@uti,0,0.0,0.0,4,298,6,2,1,0
20,reeymv,0,0.0,0.0,6,327,5,1,1,1
20,Un@h,0,0.0,0.0,4,69,8,2,1,0
20,@giErd,0,0.0,0.0,6,298,9,1,1,1
20,t@tre,0,0.0,0.0,5,296,21,1,1,1
20,Ibl@,0,0.0,0.0,4,120,2,1,1,0
20,San&@,0,0.0,0.0,5,110,10,2,1,1
20,v@yon,0,0.0,0.0,5,77,2,1,1,1
20,lira,0,1.0,2.0,4,227,13,2,1,0
20,kSprg,0,0.0,0.0,5,164,5,1,1,1
20,a@rnI,0,0.0,0.0,5,203,11,1,1,1
20,@OnpSa,0,0.0,0.0,6,298,10,1,1,1
20,amii@,0,0.0,0.0,5,203,7,2,1,1
20,kktE,0,0.0,0.0,4,164,12,1,1,0
20,odk@,0,0.0,1.0,4,94,2,1,1,0
20,asmt),0,0.0,0.0,5,203,7,2,1,1
20,ltna@,0,0.0,0.0,5,227,25,2,1,1
20,m@drf,0,0.0,0.0,5,136,14,1,1,1
20,&IlI,0,1.0,1.0,4,181,2,1,1,0
20,ltnrrU,0,0.0,0.0,6,227,25,2,1,1
20,na@kE,0,0.0,0.0,5,237,10,1,1,1
20,Snnm,0,0.0,0.0,4,110,6,1,1,0
20,/Ovbn,0,0.0,0.0,5,9,3,1,1,1
20,SImIt,0,0.0,0.0,5,110,3,1,1,1
20,bzia,0,1.0,1.0,4,94,3,1,1,0
20,liv@lu,0,0.0,0.0,6,227,13,1,1,1
20,I@fk,0,0.0,0.0,4,120,5,1,1,0
20,fao@,0,0.0,0.0,4,103,8,1,1,0
20,nlrn,0,0.0,0.0,4,237,8,4,1,0
20,yklIv,0,0.0,0.0,5,30,3,1,1,1
20,OYtN=r,0,0.0,0.0,6,97,1,1,1,1
20,nrS=rE,0,0.0,0.0,6,237,22,2,1,1
20,p&l@n,0,0.0,0.0,5,118,6,2,1,1
20,uo=I,0,0.0,1.0,4,77,6,2,1,0
20,mxy@xk,0,0.0,0.0,6,136,2,1,1,1
20,@tnm&,0,0.0,0.0,5,298,15,2,1,1
20,E)etd,0,0.0,0.0,5,128,2,1,1,1
20,@rnzbx,0,0.0,0.0,6,298,16,1,1,1
20,kblU,0,0.0,0.0,4,164,5,2,1,0
20,lnlkEI,0,0.0,0.0,6,227,13,2,1,1
20,n&zd@t,0,0.0,0.0,6,237,12,1,1,1
20,fEhl,0,0.0,0.0,4,103,7,1,1,0
20,l&lt,0,1.0,1.0,4,227,13,2,1,0
20,&@Srt,0,0.0,0.0,5,181,18,1,1,1
20,vtiElv,0,0.0,0.0,6,77,10,1,1,1
20,nOel,0,0.0,0.0,4,237,6,1,1,0
20,tIlf,0,1.0,2.0,4,296,8,3,1,0
20,=kfvtx,0,0.0,0.0,6,71,3,1,1,1
20,tt@i),0,0.0,0.0,5,296,26,3,1,1
20,rhr&@,0,0.0,0.0,5,327,6,1,1,1
20,rnpra,0,0.0,0.0,5,327,25,1,1,1
20,ttft,0,0.0,0.0,4,296,26,1,1,0
20,aknuom,0,0.0,0.0,6,203,7,1,1,1
20,n@kl=,0,0.0,0.0,5,237,21,1,1,1
20,vhOt,0,0.0,0.0,4,77,1,1,1,0
20,d@kdou,0,0.0,0.0,6,91,11,1,1,1
20,@kor,0,0.0,0.0,4,298,17,2,1,0
20,ersp,0,0.0,0.0,4,56,3,1,1,0
20,z@pro,0,0.0,0.0,5,70,5,1,1,1
20,Y&&lr,0,0.0,0.0,5,28,1,1,1,1
20,=@i&nf,0,0.0,0.0,6,71,4,1,1,1
20,ngIkfa,0,0.0,0.0,6,237,4,1,1,1
20,k=y@,0,0.0,0.0,4,164,2,1,1,0
20,seetet,0,0.0,0.0,6,104,3,1,1,1
20,unltlx,0,0.0,0.0,6,77,8,1,1,1
20,lanat,0,0.0,0.0,5,227,13,1,1,1
20,=vdES&,0,0.0,0.0,6,71,2,1,1,1
20,n&fm,0,1.0,1.0,4,237,12,1,1,0
20,Iignxy,0,0.0,0.0,6,120,4,1,1,1
20,rntit,0,0.0,0.0,5,327,25,3,1,1
20,IitbEg,0,0.0,0.0,6,120,4,1,1,1
20,p@n@,0,0.0,1.0,4,118,4,1,1,0
20,rinno,0,0.0,0.0,5,327,14,1,1,1
20,rrrnv,0,0.0,0.0,5,327,28,2,1,1
20,lt@ny,0,0.0,0.0,5,227,25,3,1,1
20,|oft,0,0.0,0.0,4,10,1,1,1,0
20,nrork@,0,0.0,0.0,6,237,22,1,1,1
20,tuErt,0,0.0,0.0,5,296,9,1,1,1
20,ttEla,0,0.0,0.0,5,296,26,3,1,1
20,lmkoIp,0,0.0,0.0,6,227,6,1,1,1
20,deth,0,0.0,0.0,4,91,3,1,1,0
20,l&Oa,0,0.0,0.0,4,227,13,1,1,0
20,v&lt,0,1.0,1.0,4,77,6,1,1,0
20,n@ir@d,0,0.0,0.0,6,237,21,1,1,1
20,nklnNl,0,0.0,0.0,6,237,6,1,1,1
20,tksn,0,2.0,2.0,4,296,11,2,1,0
20,=atlS,0,0.0,0.0,5,71,4,1,1,1
20,=t&g,0,0.0,1.0,4,71,6,2,1,0
20,vS&&k,0,0.0,0.0,5,77,2,1,1,1
20,biof,0,0.0,0.0,4,94,3,1,1,0
20,a&ikk,0,0.0,0.0,5,203,16,1,1,1
20,/lSni,0,0.0,0.0,5,9,1,1,1,1
20,ktzm&@,0,0.0,0.0,6,164,10,2,1,1
20,tsja,0,0.0,0.0,4,296,7,1,1,0
20,prp@@i,0,0.0,0.0,6,118,17,2,1,1
20,@klI@k,0,0.0,0.0,6,298,17,2,1,1
20,OIEd,0,0.0,0.0,4,97,2,1,1,0
20,OgNSb,0,0.0,0.0,5,97,2,1,1,1
20,IItx,0,0.0,0.0,4,120,3,1,1,0
20,ebxrn,0,0.0,0.0,5,56,5,1,1,1
20,&kl@,0,0.0,1.0,4,181,10,1,1,0
20,utphn,0,0.0,0.0,5,77,10,3,1,1
20,@aaa,0,2.0,2.0,4,298,21,2,1,0
20,Inlul,0,0.0,0.0,5,120,9,1,1,1
20,molr,0,0.0,0.0,4,136,1,1,1,0
20,IztmE,0,0.0,0.0,5,120,3,1,1,1
20,gtvv,0,0.0,0.0,4,87,5,1,1,0
20,U&Ue,0,0.0,0.0,4,69,3,1,1,0
20,S&xn@,0,0.0,0.0,5,110,3,2,1,1
20,@lesa,0,0.0,0.0,5,298,19,1,1,1
20,kdOI,0,0.0,0.0,4,164,7,1,1,0
20,lh=mm,0,0.0,0.0,5,227,1,1,1,1
20,&tIEr&,0,0.0,0.0,6,181,15,1,1,1
20,)r&e,0,0.0,0.0,4,14,1,1,1,0
20,lEyk&,0,0.0,0.0,5,227,8,1,1,1
20,dar@,0,0.0,0.0,4,91,5,1,1,0
20,ru&na&,0,0.0,0.0,6,327,7,1,1,1
20,attrlI,0,0.0,0.0,6,203,13,6,1,1
20,&taa,0,1.0,3.0,4,181,15,3,1,0
20,dtkiS,0,0.0,0.0,5,91,5,2,1,1
20,tt&@,0,1.0,1.0,4,296,26,3,1,0
20,lYl=z,0,0.0,0.0,5,227,2,1,1,1
20,frEr&,0,0.0,0.0,5,103,13,1,1,1
