Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:h:I::k:V:p	hIkVn	N	2.4	0.55	6/7	4	7	_hIk[Vn]@
:h:I::k:V:p	hIkVk	N	2.6	0.75	6/7	-4	4	_hIk[Vk]I
:S:{:m::p:u	S{mps	N	1.95	0.05	6/7	-1	2	_S{m[ps]E
:S:{:m::p:u	S{mp#	N	1.9	0.0	6/7	-1	1	_S{mp[#d]
:5::b:@::Z:i:n	5b@j#n	N	2.95	0.1	7/9	3	5	_5b@[j#]n_
:5::b:@::Z:i:n	5f@VJn	N	3.45	0.6	2/3	-5	17	_5[f]@VJn_
:f:{:N	f{m	N	1.0	-0.3	3/4	5	9	_f{[m@]
:f:{:N	fVb	N	1.05	-0.25	1/2	-50	99	_[fV]bl
:s:m:7:R	s1gl	N	1.9	0.4	2/5	2	5	_s[1g]li
:s:m:7:R	s1gz	N	1.9	0.4	2/5	2	4	_s[1g]z3
:f:{:t	f2k	N	1.1	0.15	1/2	-24	67	_f2[k_]
:f:{:t	f2d	N	1.0	0.05	1/2	-32	58	_f2[d_]
:f:{:n	f@n	N	1.45	0.5	3/4	55	90	_f[@n]_
:f:{:n	fQn	N	1.0	0.05	3/4	-45	93	_[fQ]nd
:f:{:b	f{f	N	1.5	0.3	3/4	-7	8	_f[{f]_
:f:{:b	f{J	N	1.25	0.05	3/4	11	17	_f[{J]_
:f:{:d	f2p	N	1.45	0.5	1/2	-29	60	_f2[p_]
:f:{:d	f2b	N	1.5	0.55	1/2	-25	49	_f[2b]
:k:l:{:m:p	kl{m1	N	1.85	0.3	5/6	7	13	_kl{m[1_]
:k:l:{:m:p	kl{mQ	N	1.85	0.3	5/6	-5	7	_kl{m[Qn]
:f:{:g	f{p	N	1.0	0.05	3/4	14	27	_f[{p]I
:f:{:g	f2p	N	1.45	0.5	1/2	-32	86	_f2[pQ]
:d:I::v:2:n	dIv1n	N	1.8	0.2	6/7	-27	40	_dI[v1]n_
:d:I::v:2:n	dIv$n	N	1.85	0.25	6/7	-29	46	_dIv[_n]_
:h:5:l	h6n	N	1.4	0.45	1/2	31	54	_h[6n]_
:h:5:l	h1n	N	1.0	0.05	1/2	-26	53	_[h1]nd
:h:5:m	hIf	N	1.1	0.15	1/2	14	30	_[hI]f
:h:5:m	hVp	N	1.0	0.05	1/2	13	23	_[hV]p_
:h:5:n	h5k	N	1.0	0.0	3/4	-6	12	_h[5k]_
:h:5:n	hId	N	1.0	0.0	1/2	14	32	_[hI]d_
:r:{::t:P	r{t{	N	1.8	0.5	5/6	-26	45	_r{[t{]
:r:{::t:P	r{tQ	N	1.8	0.5	5/6	-53	69	_r{[tQ]
:n:$:J	nVJ	N	1.35	-0.1	3/4	-4	8	_[nV]J_
:n:$:J	n{f	N	1.5	0.05	1/2	8	15	_[n{]f_
:h:5:p	hIf	N	1.1	0.15	1/2	14	30	_[hI]f
:h:5:p	hVp	N	1.0	0.05	3/4	13	23	_[hV]p_
:h:5:z	h5k	N	1.0	-0.15	3/4	4	7	_h[5k]s
:h:5:z	hIf	N	1.1	-0.05	1/2	15	39	_h[If]_
:t:9::n:I::k:1	t9nIkt	N	2.65	-0.05	8/9	1	1	_t9nIk[tj]
:t:9::n:I::k:1	t9nIkP	N	2.25	-0.45	8/9	-15	18	_t9nIk[P]
:s:p:V:N:k	sp5n{	N	2.1	0.4	1/2	4	14	_sp[5n]{n
:s:p:V:N:k	sp@n{	N	2.1	0.4	1/2	4	13	_sp@[n{]n
:k:w:I:n:s	kwInE	N	1.9	0.15	5/6	-13	14	_kwI[nE]k
:k:w:I:n:s	kVlti	N	2.2	0.45	1/3	-32	104	_[kV]lti
:s:{:d	s{b	N	1.0	0.05	3/4	-14	15	_s[{b]
:s:{:d	s2p	N	1.05	0.1	1/2	-29	66	_[s2]p_
:s:{:g	s{t	N	1.0	0.05	3/4	-16	23	_s[{t]I
:s:{:g	s2p	N	1.05	0.1	1/2	-32	92	_s2[pQ]
:m:V:t	mQt	N	1.0	0.05	3/4	12	14	_m[Qt]_
:m:V:t	mVv	N	1.2	0.25	3/4	-16	26	_m[Vv]@
:v:{::l:I:t	vElIt	N	1.75	0.1	6/7	31	52	_v[E]lIt_
:v:{::l:I:t	v{lIn	N	1.8	0.15	6/7	-96	103	_v{lI[n_]
:h:E::r:@:n	h{r@n	N	1.8	-0.1	6/7	-31	46	_h[{]r@n_
:h:E::r:@:n	h{d@n	N	1.9	0.0	5/7	-52	133	_h{[d@]n_
:s:p:r:I:t	sprIm	N	1.8	0.35	5/6	-2	4	_spr[Im]@
:s:p:r:I:t	sprIp	N	1.75	0.3	5/6	-5	5	_sprI[p@]
:s:{:k	slV	N	1.4	0.45	1/2	-27	56	_s[lV]
:s:{:k	s{m	N	1.0	0.05	3/4	-43	80	_s[{m]_
:t:$::t:i::j:@	tVtij@	N	3.6	0.5	8/9	-14	21	_t[V]tij@_
:t:$::t:i::j:@	tVtiEk	N	3.0	-0.1	2/3	-14	43	_t[V]tiEk
:p:j:9:R	pj9l	N	1.8	-0.05	4/5	2	3	_pj[9l]i
:p:j:9:R	p$nT	N	1.9	0.05	2/5	-8	25	_p_n[T_]
:m:V:d	r{d	N	1.0	0.05	1/2	-13	32	_[r]{d_
:m:V:d	r{b	N	1.0	0.05	1/4	-13	21	_[r]{b
:s:{:p	s{l	N	1.05	0.1	3/4	12	24	_s[{l]I
:s:{:p	s2l	N	1.0	0.05	1/2	-29	63	_[s2]lI
:s:{:s	s2p	N	1.05	-0.05	1/2	-29	38	_[s2]p_
:s:{:s	s2m	N	1.15	0.05	1/2	-29	36	_[s2]m_
:m:V:g	r{s	N	1.15	0.2	1/4	-13	28	_[r]{sk
:m:V:g	r{d	N	1.0	0.05	1/4	-13	26	_[r]{dI
:k:8::r:i:z	k8ril	N	1.9	0.0	6/7	2	2	_k8r[il]
:k:8::r:i:z	k8r1z	N	1.9	0.0	6/7	3	6	_k8[r1]z_
:m:V:k	mQg	N	1.0	0.05	1/2	6	10	_mQ[g]
:m:V:k	r{l	N	1.1	0.15	1/4	31	53	_r[{l]_
:m:V:l	r{N	N	1.05	0.1	1/4	-50	71	_r{[Nk]
:m:V:l	r{l	N	1.1	0.15	1/2	-38	57	_r[{l]_
:m:V:m	r{N	N	1.05	0.1	1/4	-18	47	_r[{N]k
:m:V:m	mVn	N	1.0	0.05	3/4	-31	49	_mV[nt]
:m:V:S	mQ_	N	1.3	0.3	1/2	-6	11	_mQ[__]
:m:V:S	mVp	N	1.1	0.1	3/4	8	12	_m[Vp]I
:l:2	lQ	N	1.2	0.25	2/3	-13	25	_[lQ]T
:l:2	lV	N	1.25	0.3	2/3	-26	28	_[lV]p
:p:I:k::s:I	pQksI	N	1.65	-0.1	6/7	-20	35	_[pQ]ksI_
:p:I:k::s:I	pEksI	N	1.9	0.15	6/7	27	42	_p[Ek]sI_
:s:{:S	s{t	N	1.0	0.05	3/4	15	17	_s[{t]I
:s:{:S	s{b	N	1.0	0.05	3/4	16	22	_s{[b_]
:m:V:J	mQJ	N	1.25	0.2	3/4	4	6	_m[QJ]_
:m:V:J	mVp	N	1.1	0.05	3/4	-8	14	_mV[pr]
:S:{:m::b:P	S{mbr	N	2.15	0.45	6/7	-4	6	_S{m[br]@
:S:{:m::b:P	S{mb{	N	2.15	0.45	6/7	6	8	_S{m[b{]
:s:p:r:I:N	sprIn	N	1.7	0.15	5/6	3	3	_spr[In]t
:s:p:r:I:N	sprIk	N	1.8	0.25	5/6	4	7	_spr[Ik]w
:v:Q::l:j:u:m	vQljus	N	2.8	0.15	7/8	12	14	_vQlj[us]
:v:Q::l:j:u:m	vQljun	N	2.75	0.1	7/8	15	23	_vQlju[n@]
:f:#:s	fip	N	1.05	-0.2	1/2	14	29	_[fi]p_
:f:#:s	fVf	N	1.0	-0.25	1/2	15	33	_[fV]f
:b:r:I:_	brIb	N	1.5	0.05	4/5	-1	2	_br[Ib]{
:b:r:I:_	brIT	N	1.6	0.15	4/5	-3	6	_br[IT]_
:t:Q::r:@:n:t	tid@nt	N	2.45	0.45	3/4	-53	165	_t[i]d@nt_
:t:Q::r:@:n:t	tin@nt	N	2.4	0.4	3/4	-57	152	_ti[n@]nt_
:s:t:u:_	stuf	N	1.65	-0.05	4/5	-1	1	_stu[fj]
:s:t:u:_	stub	N	1.75	0.05	4/5	-1	2	_st[ub]{
:b:r:I:N	brIp	N	1.45	0.25	4/5	-10	18	_br[Ip]U
:b:r:I:N	brIf	N	1.55	0.35	4/5	-18	24	_br[If]i
:f:#:m	f3s	N	1.0	-0.15	1/2	8	12	_[f3]s_
:f:#:m	f3p	N	1.55	0.4	1/2	-16	24	_f[3p]_
:f:#:R	f#z	N	1.35	0.35	3/4	-6	6	_f[#z]_
:f:#:R	f#l	N	1.1	0.1	3/4	-7	13	_f#[ld]
:m:#:m::z:I	m5mzI	N	2.05	-0.1	6/7	4	6	_m[5m]zI_
:m:#:m::z:I	m2mzI	N	2.35	0.2	6/7	5	5	_m[2m]zI_
:b:r:I:k	brIp	N	1.45	0.3	4/5	-6	9	_brI[pr]
:b:r:I:k	brIs	N	1.35	0.2	4/5	-16	25	_br[Is]@
:b:r:I:m	brIf	N	1.55	0.2	4/5	-7	14	_br[If]r
:b:r:I:m	brIs	N	1.35	0.0	4/5	-12	18	_br[Is]i
:b:r:I:l	brIp	N	1.45	0.35	4/5	-6	6	_br[Ip]l
:b:r:I:l	brIf	N	1.55	0.45	4/5	-14	22	_br[If]@
:b:r:I:g	brIz	N	1.4	0.0	4/5	3	4	_brI[z3]
:b:r:I:g	brIb	N	1.5	0.1	4/5	-4	5	_br[Ib]{
:w:I:N::k:P	wINk{	N	1.9	0.2	6/7	2	2	_wINk[{]
:w:I:N::k:P	wINkt	N	1.9	0.2	6/7	-8	12	_wINk[t@]
:s:t:u:l	stut	N	1.4	0.1	4/5	2	3	_stu[tE]
:s:t:u:l	st6n	N	1.65	0.35	3/5	3	5	_st[6n]j
:p:I:k::n:I:k	pIknIt	N	1.9	-0.2	7/8	-29	33	_pIknI[t@]
:p:I:k::n:I:k	pQknIt	N	1.95	-0.15	3/4	-29	68	_pQknI[t@]
:k:@:n::d:E:n:s	k@ndEkt	N	2.15	-0.2	7/9	-31	64	_k@nd[Ek]tI
:k:@:n::d:E:n:s	k@ndEks	N	2.5	0.15	8/9	-31	42	_k@nd[Ek]s_
:t:Q:k::s:I:n	tQksIt	N	2.0	-0.55	7/8	-3	5	_tQks[It]I
:t:Q:k::s:I:n	t2lstr	N	2.95	0.4	1/2	58	177	_t2[l]strI
:k:Q:N::k:r:i:t	kQNkrQt	N	2.85	0.05	8/9	-3	4	_kQNkr[Qt]_
:k:Q:N::k:r:i:t	kQNkr2t	N	2.75	-0.05	8/9	5	6	_kQNkr[2t]_
:s:l:{:g	sl{l	N	1.6	0.45	4/5	-32	36	_sl[{l]i
:s:l:{:g	sl{J	N	1.45	0.3	4/5	-32	61	_sl[{J]U
:s:l:E:_	slEm	N	1.6	0.05	4/5	-2	4	_sl[Em]Q
:s:l:E:_	slEg	N	1.7	0.15	4/5	2	2	_slE[g_]
:z:I:N:k	z{Nk	N	1.45	0.15	4/5	-13	22	_z[{N]k_
:z:I:N:k	zImp	N	1.75	0.45	3/5	-31	65	_zI[mp]I
:s:l:E:d	slEk	N	1.55	-0.05	4/5	-4	5	_slE[k_]
:s:l:E:d	slEp	N	1.45	-0.15	4/5	-6	12	_sl[Ep]I
:k:E::t:P	kEt{	N	1.95	0.5	5/6	-26	45	_kE[t{]
:k:E::t:P	kEts	N	1.85	0.4	5/6	-49	55	_kE[ts]t
:k:{::n:I::b:P	k{dIbP	N	2.35	0.2	8/9	-26	44	_k{[dI]bP_
:k:{::n:I::b:P	k{dIbI	N	2.55	0.4	7/9	-30	84	_k{dIb[IN]
:p:{:n::d:@	p{nk@	N	1.95	0.1	6/7	-16	35	_p{nk[@d]
:p:{:n::d:@	p{nkI	N	1.85	0.0	5/7	-13	26	_p{n[kI]d
:b:{:l::k:@::n:I	b{ld@nI	N	2.75	0.2	9/10	-12	19	_b{l[d@]nI_
:b:{:l::k:@::n:I	rikp@nI	N	2.95	0.4	3/5	-60	228	_[r]ikp@nI_
:s:3:t	s3n	N	1.0	0.05	3/4	-5	9	_s3[nd]
:s:3:t	siv	N	1.0	0.05	1/2	-13	26	_s[iv]@
:s:3:v	s3m	N	1.05	0.0	3/4	2	2	_s[3m]I
:s:3:v	s3p	N	1.1	0.05	3/4	-3	6	_s[3p]I
:t:6::@:l	t6@s	N	1.9	0.3	5/6	-2	3	_t6[@s]E
:t:6::@:l	t6@d	N	1.75	0.15	5/6	-3	3	_t6@[d]
:s:3:k	s3n	N	1.0	0.05	3/4	-10	16	_s[3n]_
:s:3:k	s3l	N	1.0	0.05	3/4	-11	14	_s[3l]_
:s:3:f	s3b	N	1.25	-0.1	3/4	-1	2	_s[3b]_
:s:3:f	siJ	N	1.0	-0.35	1/2	-4	10	_si[J]
:1::f:I:d	1fIt	N	1.85	0.05	5/6	-3	3	_1fI[t]
:1::f:I:d	ifIt	N	1.9	0.1	2/3	3	6	_[i]fIt
:k:@::l:I:p::s:5	k@lIps7	N	3.0	0.1	9/10	1	1	_k@lIps[7s]
:k:@::l:I:p::s:5	k@lIpsi	N	3.0	0.1	9/10	-1	1	_k@lIps[i]
:d:9:R	d4z	N	1.7	0.15	1/2	4	4	_d[4z]_
:d:9:R	duk	N	1.45	-0.1	1/2	7	11	_[du]ks
:s:3:R	sQz	N	1.55	0.6	1/2	3	5	_s[Qz]_
:s:3:R	s3n	N	1.0	0.05	3/4	8	8	_s[3n]t
:h:Q::v:P	hQft	N	1.75	-0.05	2/3	-16	45	_hQ[f]tr
:h:Q::v:P	hQvQ	N	1.95	0.15	5/6	-25	41	_hQ[vQ]
:m:Q::t:P	mQt{	N	1.9	0.45	5/6	-26	45	_mQ[t{]
:m:Q::t:P	bQts	N	1.75	0.3	2/3	-49	146	_bQ[ts]t
:s:3:J	siJ	N	1.0	-0.25	3/4	3	4	_[si]J_
:s:3:J	s3p	N	1.1	-0.15	3/4	-8	11	_s3[pr]
:8::r:7	8r$	N	1.8	0.1	4/5	1	1	_8r[_n]
:8::r:7	8r6	N	1.75	0.05	4/5	-2	2	_8[r6]_
:m:5::m:@:n:t	r5m@nt	N	1.8	-0.05	7/8	-13	23	_[r]5m@nt_
:m:5::m:@:n:t	b$m@nt	N	2.1	0.25	3/4	-53	134	_b[_]m@nt_
:l:3:n	l3l	N	1.25	0.15	3/4	-3	4	_l3[l_]
:l:3:n	l3v	N	1.3	0.2	3/4	-8	16	_l[3v]@
:s:k:{:n:t	sk{n1	N	1.9	0.25	5/6	14	24	_sk{n[1]
:s:k:{:n:t	sk{ni	N	1.9	0.25	5/6	-13	19	_sk{[ni]
:J:I:m:p	JIks	N	1.65	0.1	3/5	14	33	_JIk[sk]
:J:I:m:p	J{Nk	N	1.4	-0.15	2/5	31	72	_J{[Nk]r
:d:I::s:k:5	dIsk1	N	1.8	-0.05	6/7	-2	4	_dIs[k1]_
:d:I::s:k:5	dIsk{	N	1.9	0.05	6/7	-7	12	_dIs[k{]n
:k:@::r:V:p:t	k@r2lt	N	2.75	0.25	3/4	-7	14	_k@r[2l]t_
:k:@::r:V:p:t	k@pi$t	N	2.65	0.15	5/8	-15	22	_k@[p]i_t_
:m:Q::t:5	mQtH	N	1.7	0.0	5/6	-11	18	_mQt[H_]
:m:Q::t:5	mQts	N	1.85	0.15	5/6	-14	22	_mQ[ts]_
:p:{:N::g:@	p{Nv@	N	2.6	0.7	6/7	16	48	_p{N[v]@d
:p:{:N::g:@	p{NvI	N	2.05	0.15	5/7	16	22	_p{N[v]Id
:k:{::f:@:R	k{v@R	N	1.65	0.0	6/7	72	88	_k{[v@]R_
:k:{::f:@:R	k{b@R	N	1.65	0.0	6/7	70	102	_k{[b]@R_
:n:u:n	n4n	N	1.55	0.3	3/4	1	2	_[n4]n_
:n:u:n	nul	N	1.1	-0.15	3/4	-3	5	_nu[l_]
:s:2::@::r:@:n	s2@nt@	N	2.65	0.4	2/3	64	141	_s2@[n]t@s
:s:2::@::r:@:n	si@nt@	N	2.95	0.7	5/9	64	211	_si@[n]t@s
:{::m:I::T:I:s:t	{mIvIst	N	2.75	-0.05	9/10	30	32	_{mI[v]Ist_
:{::m:I::T:I:s:t	{mIzIst	N	2.75	-0.05	9/10	23	43	_{mI[z]Ist_
:l:3:J	l7d	N	1.25	-0.15	1/2	-4	10	_[l7]dI
:l:3:J	l4s	N	1.5	0.1	1/2	4	7	_l[4s]k
:t:#::p:Q:n	t#n1n	N	2.3	-0.05	5/7	-15	30	_t#n[1n]_
:t:#::p:Q:n	t#n2n	N	2.2	-0.15	5/7	-10	14	_t#[n2]n_
:_:{:z	_uk	N	1.7	0.15	1/2	3	7	__[uk]s
:_:{:z	_Vz	N	1.7	0.15	3/4	8	15	_[_V]z_
:g:l:#:s	gl$d	N	1.75	0.15	3/5	8	19	_gl_[d_]
:g:l:#:s	glud	N	1.6	0.0	3/5	12	29	_g[lu]d_
:n:E:k:s:t	wEkst	N	1.85	0.05	5/6	23	24	_[w]Ekst_
:n:E:k:s:t	n{kst	N	1.95	0.15	5/6	29	38	_n[{k]st_
:_:{:b	_um	N	1.2	0.0	1/2	-1	3	_[_u]mp
:_:{:b	_QJ	N	1.55	0.35	1/2	-3	5	__Q[J]
:k:{:N::g:@::r:u	k{Ng@r#	N	2.9	0.05	9/10	6	11	_k{Ng@r[#]
:k:{:N::g:@::r:u	k{Ng@r5	N	2.9	0.05	9/10	6	12	_k{Ng@[r5]n
:_:{:g	_Qp	N	1.0	0.05	1/2	-8	16	__[Qp]r
:_:{:g	_Vs	N	1.4	0.45	1/2	10	20	__[Vs]k
:_:{:k	_Vn	N	1.05	0.1	1/2	8	17	_[_V]n_
:_:{:k	_6n	N	1.45	0.5	1/2	-28	47	_[_6]n_
:_:{:m	_Qm	N	1.25	0.2	3/4	-6	7	__[Qm]_
:_:{:m	_{N	N	1.35	0.3	3/4	-10	14	__{[Nk]
:m:i:k	r2k	N	1.0	0.05	1/2	-13	33	_[r]2k_
:m:i:k	rVv	N	1.1	0.15	1/4	14	39	_rV[v@]
:m:i:l	rVv	N	1.1	0.15	1/4	-15	50	_r[Vv]@
:m:i:l	m2d	N	1.0	0.05	1/2	11	24	_[m2]d_
:m:i:n	r2k	N	1.0	0.05	1/4	-16	48	_r[2k]_
:m:i:n	rVv	N	1.1	0.15	1/4	-13	42	_[r]Vv@
:m:i:d	m2d	N	1.0	0.05	3/4	11	16	_[m2]d_
:m:i:d	m#n	N	1.0	0.05	1/2	14	29	_m#[n_]
:m:@::d:r:#:s	m@dVts	N	2.95	0.25	3/4	-2	5	_m@[dV]ts_
:m:@::d:r:#:s	m@dHts	N	2.95	0.25	3/4	3	4	_m@d[Ht]s_
:w:E:s:t	{kst	N	1.8	0.8	3/5	-19	53	_[{k]st
:w:E:s:t	wQst	N	1.6	0.6	4/5	23	56	_[wQ]st
:m:i:t	rVv	N	1.1	0.15	1/4	-13	36	_[r]Vv@
:m:i:t	m2v	N	1.25	0.3	1/2	11	29	_[m2]v@
:t:3:p:s	t3md	N	1.85	0.1	3/5	-8	21	_t3[md]_
:t:3:p:s	t3pQ	N	1.95	0.2	4/5	-16	25	_t3p[Q]
:j:E:s	jEm	N	1.55	0.2	3/4	4	6	_jE[m_]
:j:E:s	jIp	N	1.1	-0.25	1/2	-7	17	_[jI]p_
:j:E:t	j{t	N	1.0	-0.1	3/4	4	6	_j[{t]_
:j:E:t	j5n	N	1.05	-0.05	1/2	-5	9	_j5[nd]
:b:#::s:k:I:t	r#skIt	N	2.1	0.15	7/8	-60	99	_[r]#skIt_
:b:#::s:k:I:t	r#sEkt	N	2.5	0.55	5/8	-60	178	_[r]#sEkt_
:j:E:n	$l{	N	1.95	1.0	1/4	30	92	__l[{n]
:j:E:n	TEn	N	1.2	0.25	3/4	21	24	_[T]En_
:j:E:l	j5l	N	1.0	0.05	3/4	-3	5	_j[5l]_
:j:E:l	jVl	N	1.4	0.45	3/4	-5	5	_[jV]l_
:d:1::b:j:u	d1bjU	N	2.75	0.2	6/7	-4	5	_d1bj[Um]
:d:1::b:j:u	d1bEn	N	2.4	-0.15	5/7	-12	29	_d1bE[nQ]
:p:E::l:I::k:@:n	pElIb@n	N	2.7	0.15	9/10	-51	112	_pElI[b@]nI
:p:E::l:I::k:@:n	p{lId@R	N	2.4	-0.15	7/10	110	389	_p{lId@[R_]
:m:i::6	miq	N	1.65	0.1	4/5	-2	3	_mi[qn]
:m:i::6	miV	N	1.65	0.1	4/5	-1	1	_mi[Vp]
:m:E::T:@:d	mET@s	N	2.05	0.05	6/7	25	39	_mET[@s]_
:m:E::T:@:d	mEDzI	N	2.65	0.65	4/7	20	65	_mEDz[Is]
:l:{:v	l{f	N	1.15	0.0	3/4	-4	6	_l{[ft]
:l:{:v	l{_	N	1.2	0.05	3/4	-5	7	_l{[__]
:l:{:s	l{f	N	1.15	0.2	3/4	-18	23	_l[{f]
:l:{:s	l{T	N	1.35	0.4	3/4	-22	31	_l[{T]
:l:{:p	l{l	N	1.15	0.2	3/4	12	24	_l[{l]I
:l:{:p	lEm	N	1.15	0.2	1/2	-21	36	_[lE]m_
:p:r:@::f:1:n	pr@fQn	N	2.7	0.1	7/8	-4	8	_pr@[fQ]n_
:p:r:@::f:1:n	pr@mQn	N	2.85	0.25	3/4	4	8	_pr@m[Qn]_
:h:3::s:j:u:t	h3sr@t	N	2.95	0.15	3/4	-20	40	_h3[sr]@t_
:h:3::s:j:u:t	h3sm@t	N	2.75	-0.05	3/4	-29	48	_h3s[m@]t_
:l:{:m	l{N	N	1.0	0.05	3/4	-10	14	_l{[Nk]
:l:{:m	lEk	N	1.0	0.05	1/2	-28	63	_lE[ks]
:l:{:k	lEk	N	1.0	0.05	3/4	-29	50	_l[Ek]_
:l:{:k	l{N	N	1.0	0.05	3/4	-47	86	_l{[Nk]
:l:{:g	l{t	N	1.0	0.05	3/4	-16	23	_l[{t]I
:l:{:g	l{l	N	1.15	0.2	3/4	26	34	_l[{l]t
:l:{:d	l{t	N	1.0	0.05	3/4	32	39	_l{[t_]
:l:{:d	lEp	N	1.25	0.3	1/2	-29	58	_lE[p_]
:5::p:P	5pT	N	1.9	0.15	4/5	-1	1	_5[pT]Q
:5::p:P	5p1	N	1.7	-0.05	4/5	2	4	_5[p1]_
:g:l:I:m:p:s	glIpQs	N	2.8	0.25	5/7	3	7	_glI[pQ]s_
:g:l:I:m:p:s	glIp{s	N	2.85	0.3	5/7	-4	6	_glI[p{]s_
:l:{:S	l{t	N	1.0	0.05	3/4	15	17	_l[{t]I
:l:{:S	l{f	N	1.15	0.2	3/4	-13	18	_l[{f]t
:l:{:J	l{t	N	1.0	0.05	3/4	10	18	_l[{t]I
:l:{:J	l{T	N	1.35	0.4	3/4	-22	42	_l[{T]_
:s:I::t:I	sIt@	N	1.8	0.6	5/6	42	83	_sI[t@]R
:s:I::t:I	sItr	N	1.9	0.7	5/6	-219	413	_sIt[rI]
:t:@::m:#::t:5	t@m7t5	N	2.85	0.25	8/9	-16	17	_t@[m7]t5_
:t:@::m:#::t:5	t@m7t7	N	3.25	0.65	7/9	-16	47	_t@[m7]t7s
:S:V::f:P	S3fP	N	1.95	0.3	5/6	-6	10	_S[3]fP_
:S:V::f:P	S3fQ	N	2.3	0.65	2/3	-16	30	_S3f[Q]
:s:k:2:v	skuf	N	1.55	-0.3	3/5	2	4	_sku[fE]
:s:k:2:v	skuk	N	1.75	-0.1	3/5	2	5	_sk[uk]1
:I:n::t:@::r:I:m	Int@rIz	N	2.75	0.1	9/10	31	34	_Int@rI[z_]
:I:n::t:@::r:I:m	Int@rIt	N	2.2	-0.45	9/10	-32	59	_Int@rI[tr]
:l:5::k:@:s:t	l$k@st	N	2.65	0.2	7/8	-53	91	_l[_]k@st_
:l:5::k:@:s:t	l3k@tI	N	2.65	0.2	5/8	-77	309	_l3k@t[I]
:d:2::k:I::r:I	d2kItI	N	2.6	-0.2	8/9	56	79	_d2kI[t]I_
:d:2::k:I::r:I	d2kInI	N	2.75	-0.05	8/9	57	78	_d2kI[nI]_
:T:7::t:@:R	$bt@R	N	1.95	0.05	5/7	-13	22	_[_b]t@R_
:T:7::t:@:R	T6t@R	N	1.85	-0.05	6/7	-32	43	_T[6]t@R_
:f:{::r:I::s:i	f{rIsH	N	2.6	-0.05	8/9	-4	6	_f{rIs[Ht]
:f:{::r:I::s:i	f{rIs5	N	2.6	-0.05	8/9	-12	21	_f{rI[s5]l
:k:#:n	k#k	N	1.0	0.05	3/4	-8	14	_k[#k]_
:k:#:n	k#b	N	1.2	0.25	3/4	-24	37	_k[#b]
:E:m::b:l:@:m	Embl2n	N	2.85	0.05	3/4	-27	68	_Embl[2n]@
:E:m::b:l:@:m	Embl@s	N	2.7	-0.1	7/8	18	20	_Embl[@s]
:w:$:k	w3n	N	1.0	0.05	1/2	-8	17	_[w3]n_
:w:$:k	w3b	N	1.4	0.45	1/2	-16	31	_w[3b]
:d:E:l:f:t	dEl{k	N	2.0	0.2	2/3	-3	5	_dEl{[k@]
:d:E:l:f:t	dEl1n	N	2.0	0.2	2/3	-8	15	_dE[l1]n
:$::r:@	$r2	N	1.6	-0.2	4/5	-3	5	__[r2]n
:$::r:@	$mI	N	1.9	0.1	3/5	8	22	__[mI]f
:k:@:n::v:1	k@nv5	N	2.15	0.1	6/7	-6	8	_k@n[v5]_
:k:@:n::v:1	k@nv{	N	2.35	0.3	6/7	-7	14	_k@n[v{]n
:b:3::D:H	b3D5	N	1.95	0.15	5/6	11	15	_b3D[5_]
:b:3::D:H	b3w5	N	2.0	0.2	2/3	11	25	_b3w[5_]
:g:I::t:#:R	gIt7R	N	1.95	0.1	6/7	12	22	_gIt[7R]_
:g:I::t:#:R	gIt9R	N	2.05	0.2	6/7	-10	17	_gI[t9]R_
:I::r:E:k:t	Implt	N	1.8	0.1	4/7	15	40	_I[mp]lt_
:I::r:E:k:t	IprEt	N	2.0	0.3	4/7	15	38	_Ipr[Et]_
:#::k:1:n	#kVl	N	1.9	0.15	2/3	2	6	_#[kV]l_
:#::k:1:n	#k1t	N	1.85	0.1	5/6	-4	5	_#k1[t{]
:s:t:I:N::g:5	stINgd	N	2.6	0.35	7/8	-4	5	_stIN[gd]
:s:t:I:N::g:5	stINgj	N	2.6	0.35	7/8	4	4	_stIN[gj]@
:m:E:n::T:Q:l	mEnT7l	N	2.85	0.1	7/8	-1	1	_mEnT[7l]_
:m:E:n::T:Q:l	mEnj{l	N	2.75	0.0	3/4	-8	14	_mEn[j]{l_
:l:E::s:H	lEsj	N	1.8	0.25	5/6	-12	21	_lE[sj]@
:l:E::s:H	lEs5	N	1.8	0.25	5/6	11	21	_lEs[5_]
:l:E:s:t	l{st	N	1.5	0.55	4/5	-27	64	_l[{s]t
:l:E:s:t	lQst	N	1.55	0.6	4/5	-32	65	_[lQ]st
:k:6:n::s:P	k6ns{	N	2.55	0.7	6/7	2	2	_k6ns[{]
:k:6:n::s:P	k6nsu	N	2.5	0.65	6/7	-14	26	_k6ns[u]
:t:V:m::b:P	tVmbr	N	2.1	0.55	6/7	-4	6	_tVm[br]@
:t:V:m::b:P	tVmb{	N	2.15	0.6	6/7	6	8	_tVm[b{]
:b:l:1::z:H	bl1@p	N	2.3	0.5	5/7	8	11	_bl1@[pI]
:b:l:1::z:H	bl1zj	N	1.95	0.15	6/7	-8	16	_bl1[zj]9
:s:p:{:m	spQk	N	1.4	-0.3	3/5	-2	6	_s[pQ]kw
:s:p:{:m	spQs	N	1.8	0.1	3/5	3	6	_spQ[s2]
